Date,State,Active,Cured,Deaths,Total
25-04-2020,Gujarat,2423,265,127,2815
25-04-2020,Haryana,113,156,3,272
25-04-2020,Himachal Pradesh,21,18,1,40
25-04-2020,Jammu and Kashmir,340,109,5,454
25-04-2020,Jharkhand,47,9,3,59
25-04-2020,Karnataka,318,153,18,489
25-04-2020,Kerala,116,331,4,451
25-04-2020,Ladakh,6,14,0,20
25-04-2020,Madhya Pradesh,1650,210,92,1952
25-04-2020,Maharashtra,5559,957,301,6817
25-04-2020,Manipur,0,2,0,2
25-04-2020,Meghalaya,11,0,1,12
25-04-2020,Mizoram,1,0,0,1
25-04-2020,Odisha,60,33,1,94
25-04-2020,Puducherry,4,3,0,7
25-04-2020,Punjab,214,67,17,298
25-04-2020,Rajasthan,1777,230,27,2034
25-04-2020,Tamil Nadu,867,866,22,1755
25-04-2020,Telangana,705,253,26,984
25-04-2020,Tripura,1,1,0,2
25-04-2020,Uttarakhand,23,25,0,48
25-04-2020,Uttar Pradesh,1504,248,26,1778
25-04-2020,West Bengal,450,103,18,571
26-04-2020,Andaman and Nicobar Islands,22,11,0,33
26-04-2020,Andhra Pradesh,835,231,31,1097
26-04-2020,Arunachal Pradesh,0,1,0,1
26-04-2020,Assam,16,19,1,36
26-04-2020,Bihar,203,46,2,251
26-04-2020,Chandigarh,13,17,0,30
26-04-2020,Chhattisgarh,5,32,0,37
26-04-2020,Delhi,1702,869,54,2625
26-04-2020,Goa,0,7,0,7
26-04-2020,Gujarat,2656,282,133,3071
26-04-2020,Haryana,110,176,3,289
26-04-2020,Himachal Pradesh,17,22,1,40
26-04-2020,Jammu and Kashmir,376,112,6,494
26-04-2020,Jharkhand,51,13,3,67
26-04-2020,Karnataka,306,177,18,501
26-04-2020,Kerala,116,338,4,458
26-04-2020,Ladakh,6,14,0,20
26-04-2020,Madhya Pradesh,1787,210,99,2096
26-04-2020,Maharashtra,6229,1076,323,7628
26-04-2020,Manipur,0,2,0,2
26-04-2020,Meghalaya,11,0,1,12
26-04-2020,Mizoram,1,0,0,1
26-04-2020,Odisha,68,34,1,103
26-04-2020,Puducherry,4,3,0,7
26-04-2020,Punjab,214,67,17,298
26-04-2020,Rajasthan,1557,493,33,2083
26-04-2020,Tamil Nadu,838,960,23,1821
26-04-2020,Telangana,685,280,26,991
26-04-2020,Tripura,0,2,0,2
26-04-2020,Uttarakhand,24,26,0,50
26-04-2020,Uttar Pradesh,1525,289,29,1843
26-04-2020,West Bengal,488,105,18,611
27-04-2020,Andaman and Nicobar Islands,22,11,0,33
27-04-2020,Andhra Pradesh,911,235,31,1177
27-04-2020,Arunachal Pradesh,0,1,0,1
27-04-2020,Assam,8,27,1,36
27-04-2020,Bihar,219,56,2,277
27-04-2020,Chandigarh,13,17,0,30
27-04-2020,Chhattisgarh,5,32,0,37
27-04-2020,Delhi,1987,877,54,2918
27-04-2020,Goa,0,7,0,7
27-04-2020,Gujarat,2837,313,151,3301
27-04-2020,Haryana,110,176,3,289
27-04-2020,Himachal Pradesh,17,22,1,40
27-04-2020,Jammu and Kashmir,380,137,6,523
27-04-2020,Jharkhand,66,13,3,82
27-04-2020,Karnataka,303,188,20,511
27-04-2020,Kerala,123,342,4,469
27-04-2020,Ladakh,6,14,0,20
27-04-2020,Madhya Pradesh,1760,302,106,2168
27-04-2020,Maharashtra,6538,1188,342,8068
27-04-2020,Manipur,0,2,0,2
27-04-2020,Meghalaya,11,0,1,12
27-04-2020,Mizoram,1,0,0,1
27-04-2020,Odisha,72,35,1,108
27-04-2020,Puducherry,5,3,0,8
27-04-2020,Punjab,224,71,18,313
27-04-2020,Rajasthan,1626,518,41,2185
27-04-2020,Tamil Nadu,841,1020,24,1885
27-04-2020,Telangana,696,280,26,1002
27-04-2020,Tripura,0,2,0,2
27-04-2020,Uttarakhand,18,33,0,51
27-04-2020,Uttar Pradesh,1589,335,31,1955
27-04-2020,West Bengal,524,105,20,649
28-04-2020,Andaman and Nicobar Islands,22,11,0,33
28-04-2020,Andhra Pradesh,970,258,31,1259
28-04-2020,Arunachal Pradesh,0,1,0,1
28-04-2020,Assam,10,27,1,38
28-04-2020,Bihar,287,57,2,346
28-04-2020,Chandigarh,23,17,0,40
28-04-2020,Chhattisgarh,5,32,0,37
28-04-2020,Delhi,2177,877,54,3108
28-04-2020,Goa,0,7,0,7
28-04-2020,Gujarat,2992,394,162,3548
28-04-2020,Haryana,110,183,3,296
28-04-2020,Himachal Pradesh,17,22,1,40
28-04-2020,Jammu and Kashmir,375,164,7,546
28-04-2020,Jharkhand,83,17,3,103
28-04-2020,Karnataka,302,198,20,520
28-04-2020,Kerala,123,355,4,482
28-04-2020,Ladakh,6,16,0,22
28-04-2020,Madhya Pradesh,1894,361,113,2368
28-04-2020,Maharashtra,6939,1282,369,8590
28-04-2020,Manipur,0,2,0,2
28-04-2020,Meghalaya,11,0,1,12
28-04-2020,Mizoram,1,0,0,1
28-04-2020,Odisha,80,37,1,118
28-04-2020,Puducherry,5,3,0,8
28-04-2020,Punjab,224,71,18,313
28-04-2020,Rajasthan,1547,669,46,2262
28-04-2020,Tamil Nadu,812,1101,24,1937
28-04-2020,Telangana,657,321,26,1004
28-04-2020,Tripura,0,2,0,2
28-04-2020,Uttarakhand,18,33,0,51
28-04-2020,Uttar Pradesh,1612,400,31,2043
28-04-2020,West Bengal,568,109,20,697
29-04-2020,Andaman and Nicobar Islands,18,15,0,33
29-04-2020,Andhra Pradesh,1014,287,31,1332
29-04-2020,Arunachal Pradesh,0,1,0,1
29-04-2020,Assam,10,27,1,38
29-04-2020,Bihar,317,64,2,383
29-04-2020,Chandigarh,39,17,0,56
29-04-2020,Chhattisgarh,4,34,0,38
29-04-2020,Delhi,2182,1078,54,3314
29-04-2020,Goa,0,7,0,7
29-04-2020,Gujarat,3159,434,181,3774
29-04-2020,Haryana,98,209,3,310
29-04-2020,Himachal Pradesh,14,25,1,40
29-04-2020,Jammu and Kashmir,381,176,8,565
29-04-2020,Jharkhand,83,19,3,105
29-04-2020,Karnataka,297,215,20,532
29-04-2020,Kerala,123,359,4,486
29-04-2020,Ladakh,6,16,0,22
29-04-2020,Madhya Pradesh,2065,377,119,2561
29-04-2020,Maharashtra,7530,1388,400,9318
29-04-2020,Manipur,0,2,0,2
29-04-2020,Meghalaya,11,0,1,12
29-04-2020,Mizoram,1,0,0,1
29-04-2020,Odisha,80,38,1,119
29-04-2020,Puducherry,5,3,0,8
29-04-2020,Punjab,232,71,19,322
29-04-2020,Rajasthan,1545,768,51,2364
29-04-2020,Tamil Nadu,865,1168,25,2058
29-04-2020,Telangana,619,367,26,1012
29-04-2020,Tripura,0,2,0,2
29-04-2020,Uttarakhand,20,34,0,54
29-04-2020,Uttar Pradesh,1602,477,36,2115
29-04-2020,West Bengal,584,119,22,725
30-04-2020,Andaman and Nicobar Islands,18,15,0,33
30-04-2020,Andhra Pradesh,1051,321,31,1403
30-04-2020,Arunachal Pradesh,0,1,0,1
30-04-2020,Assam,12,29,1,42
30-04-2020,Bihar,336,65,2,403
30-04-2020,Chandigarh,39,17,0,56
30-04-2020,Chhattisgarh,2,36,0,38
30-04-2020,Delhi,2291,1092,56,3439
30-04-2020,Goa,0,7,0,7
30-04-2020,Gujarat,3358,527,197,4082
30-04-2020,Haryana,98,209,3,310
30-04-2020,Himachal Pradesh,14,25,1,40
30-04-2020,Jammu and Kashmir,381,192,8,581
30-04-2020,Jharkhand,85,19,3,107
30-04-2020,Karnataka,313,223,21,557
30-04-2020,Kerala,123,369,4,496
30-04-2020,Ladakh,6,16,0,22
30-04-2020,Madhya Pradesh,2069,461,130,2660
30-04-2020,Maharashtra,7890,1593,432,9915
30-04-2020,Manipur,0,2,0,2
30-04-2020,Meghalaya,11,0,1,12
30-04-2020,Mizoram,1,0,0,1
30-04-2020,Odisha,88,39,1,128
30-04-2020,Puducherry,3,5,0,8
30-04-2020,Punjab,248,90,19,357
30-04-2020,Rajasthan,1619,768,51,2438
30-04-2020,Tamil Nadu,925,1210,27,2162
30-04-2020,Telangana,619,367,26,1012
30-04-2020,Tripura,0,2,0,2
30-04-2020,Uttarakhand,19,36,0,55
30-04-2020,Uttar Pradesh,1651,513,39,2203
30-04-2020,West Bengal,612,124,22,758
01-05-2020,Andaman and Nicobar Islands,17,16,0,33
01-05-2020,Andhra Pradesh,1027,403,33,1463
01-05-2020,Arunachal Pradesh,0,1,0,1
01-05-2020,Assam,12,29,1,42
01-05-2020,Bihar,342,82,2,426
01-05-2020,Chandigarh,39,17,0,56
01-05-2020,Chhattisgarh,4,36,0,40
01-05-2020,Delhi,2362,1094,59,3515
01-05-2020,Goa,0,7,0,7
01-05-2020,Gujarat,3568,613,214,4395
01-05-2020,Haryana,101,209,3,313
01-05-2020,Himachal Pradesh,11,28,1,40
01-05-2020,Jammu and Kashmir,390,216,8,614
01-05-2020,Jharkhand,88,20,3,111
01-05-2020,Karnataka,319,235,22,576
01-05-2020,Kerala,110,383,4,497
01-05-2020,Ladakh,6,16,0,22
01-05-2020,Madhya Pradesh,2100,482,137,2719
01-05-2020,Maharashtra,8266,1773,459,10498
01-05-2020,Manipur,0,2,0,2
01-05-2020,Meghalaya,11,0,1,12
01-05-2020,Mizoram,1,0,0,1
01-05-2020,Odisha,101,41,1,143
01-05-2020,Puducherry,3,5,0,8
01-05-2020,Punjab,248,90,19,357
01-05-2020,Rajasthan,1690,836,58,2584
01-05-2020,Tamil Nadu,1038,1258,27,2323
01-05-2020,Telangana,572,441,26,1039
01-05-2020,Tripura,0,2,0,2
01-05-2020,Uttarakhand,21,36,0,57
01-05-2020,Uttar Pradesh,1685,555,41,2281
01-05-2020,West Bengal,623,139,33,795
02-05-2020,Andaman and Nicobar Islands,17,16,0,33
02-05-2020,Andhra Pradesh,1051,441,33,1525
02-05-2020,Arunachal Pradesh,0,1,0,1
02-05-2020,Assam,10,32,1,43
02-05-2020,Bihar,370,98,3,471
02-05-2020,Chandigarh,71,17,0,88
02-05-2020,Chhattisgarh,7,36,0,43
02-05-2020,Delhi,2510,1167,61,3738
02-05-2020,Goa,0,7,0,7
02-05-2020,Gujarat,3750,735,236,4721
02-05-2020,Haryana,129,227,4,360
02-05-2020,Himachal Pradesh,9,30,1,40
02-05-2020,Jammu and Kashmir,384,247,8,639
02-05-2020,Jharkhand,88,20,3,111
02-05-2020,Karnataka,318,255,25,598
02-05-2020,Kerala,102,392,4,498
02-05-2020,Ladakh,5,17,0,22
02-05-2020,Madhya Pradesh,2050,524,145,2719
02-05-2020,Maharashtra,9142,1879,485,11506
02-05-2020,Manipur,0,2,0,2
02-05-2020,Meghalaya,11,0,1,12
02-05-2020,Mizoram,1,0,0,1
02-05-2020,Odisha,98,55,1,154
02-05-2020,Puducherry,3,5,0,8
02-05-2020,Punjab,640,112,20,772
02-05-2020,Rajasthan,1488,1116,62,2666
02-05-2020,Tamil Nadu,1186,1312,28,2526
02-05-2020,Telangana,590,441,26,1057
02-05-2020,Tripura,0,2,0,2
02-05-2020,Uttarakhand,21,37,0,58
02-05-2020,Uttar Pradesh,1756,656,43,2455
02-05-2020,West Bengal,623,139,33,795
03-05-2020,Andaman and Nicobar Islands,16,17,0,33
03-05-2020,Andhra Pradesh,1062,488,33,1583
03-05-2020,Arunachal Pradesh,0,1,0,1
03-05-2020,Assam,10,32,1,43
03-05-2020,Bihar,361,117,4,482
03-05-2020,Chandigarh,75,19,0,94
03-05-2020,Chhattisgarh,7,36,0,43
03-05-2020,Delhi,2802,1256,64,4122
03-05-2020,Goa,0,7,0,7
03-05-2020,Gujarat,3897,896,262,5055
03-05-2020,Haryana,163,227,4,394
03-05-2020,Himachal Pradesh,6,33,1,40
03-05-2020,Jammu and Kashmir,404,254,8,666
03-05-2020,Jharkhand,90,22,3,115
03-05-2020,Karnataka,299,282,25,606
03-05-2020,Kerala,96,400,4,500
03-05-2020,Ladakh,23,17,0,40
03-05-2020,Madhya Pradesh,1892,798,156,2846
03-05-2020,Maharashtra,9775,2000,521,12296
03-05-2020,Manipur,0,2,0,2
03-05-2020,Meghalaya,11,0,1,12
03-05-2020,Mizoram,1,0,0,1
03-05-2020,Odisha,103,56,1,160
03-05-2020,Puducherry,3,5,0,8
03-05-2020,Punjab,640,112,20,772
03-05-2020,Rajasthan,1586,1121,65,2772
03-05-2020,Tamil Nadu,1387,1341,29,2757
03-05-2020,Telangana,577,458,28,1063
03-05-2020,Tripura,2,2,0,4
03-05-2020,Uttarakhand,20,39,0,59
03-05-2020,Uttar Pradesh,1885,698,43,2626
03-05-2020,West Bengal,738,151,33,922
04-05-2020,Andaman and Nicobar Islands,1,32,0,33
04-05-2020,Andhra Pradesh,1090,524,36,1650
04-05-2020,Arunachal Pradesh,0,1,0,1
04-05-2020,Assam,10,32,1,43
04-05-2020,Bihar,388,125,4,517
04-05-2020,Chandigarh,75,19,0,94
04-05-2020,Chhattisgarh,21,36,0,57
04-05-2020,Delhi,3123,1362,64,4549
04-05-2020,Goa,0,7,0,7
04-05-2020,Gujarat,4096,1042,290,5428
04-05-2020,Haryana,192,245,5,442
04-05-2020,Himachal Pradesh,5,34,1,40
04-05-2020,Jammu and Kashmir,406,287,8,701
04-05-2020,Jharkhand,90,22,3,115
04-05-2020,Karnataka,312,304,26,642
04-05-2020,Kerala,95,401,4,500
04-05-2020,Ladakh,24,17,0,41
04-05-2020,Madhya Pradesh,1979,798,165,2942
04-05-2020,Maharashtra,10311,2115,548,12974
04-05-2020,Manipur,0,2,0,2
04-05-2020,Meghalaya,11,0,1,12
04-05-2020,Mizoram,1,0,0,1
04-05-2020,Odisha,102,60,1,163
04-05-2020,Puducherry,3,5,0,8
04-05-2020,Punjab,964,117,21,1102
04-05-2020,Rajasthan,1459,1356,71,2886
04-05-2020,Tamil Nadu,1614,1379,30,3023
04-05-2020,Telangana,563,490,29,1082
04-05-2020,Tripura,14,2,0,16
04-05-2020,Uttarakhand,20,39,1,60
04-05-2020,Uttar Pradesh,1939,758,45,2742
04-05-2020,West Bengal,777,151,35,963
05-05-2020,Andaman and Nicobar Islands,1,32,0,33
05-05-2020,Andhra Pradesh,1092,589,36,1717
05-05-2020,Arunachal Pradesh,0,1,0,1
05-05-2020,Assam,10,32,1,43
05-05-2020,Bihar,395,130,4,529
05-05-2020,Chandigarh,80,21,1,102
05-05-2020,Chhattisgarh,22,36,0,58
05-05-2020,Delhi,3403,1431,64,4898
05-05-2020,Goa,0,7,0,7
05-05-2020,Gujarat,4290,1195,319,5804
05-05-2020,Haryana,257,254,6,517
05-05-2020,Himachal Pradesh,2,38,1,41
05-05-2020,Jammu and Kashmir,415,303,8,726
05-05-2020,Jharkhand,85,27,3,115
05-05-2020,Karnataka,307,324,28,659
05-05-2020,Kerala,34,462,4,500
05-05-2020,Ladakh,24,17,0,41
05-05-2020,Madhya Pradesh,1873,1000,176,3049
05-05-2020,Maharashtra,11493,2465,583,14541
05-05-2020,Manipur,0,2,0,2
05-05-2020,Meghalaya,1,10,1,12
05-05-2020,Mizoram,1,0,0,1
05-05-2020,Odisha,109,60,1,170
05-05-2020,Puducherry,3,6,0,9
05-05-2020,Punjab,1082,128,23,1233
05-05-2020,Rajasthan,1590,1394,77,3061
05-05-2020,Tamil Nadu,2110,1409,31,3550
05-05-2020,Telangana,471,585,29,1085
05-05-2020,Tripura,27,2,0,29
05-05-2020,Uttarakhand,20,39,1,60
05-05-2020,Uttar Pradesh,1862,944,53,2859
05-05-2020,West Bengal,908,218,133,1259
06-05-2020,Andaman and Nicobar Islands,1,32,0,33
06-05-2020,Andhra Pradesh,1092,589,36,1717
06-05-2020,Arunachal Pradesh,0,1,0,1
06-05-2020,Assam,10,32,1,43
06-05-2020,Bihar,390,142,4,536
06-05-2020,Chandigarh,89,21,1,111
06-05-2020,Chhattisgarh,23,36,0,59
06-05-2020,Dadar Nagar Haveli,1,0,0,1
06-05-2020,Delhi,3572,1468,64,5104
06-05-2020,Goa,0,7,0,7
06-05-2020,Gujarat,4496,1381,368,6245
06-05-2020,Haryana,286,256,6,548
06-05-2020,Himachal Pradesh,2,38,2,42
06-05-2020,Jammu and Kashmir,413,320,8,741
06-05-2020,Jharkhand,89,33,3,125
06-05-2020,Karnataka,311,331,29,671
06-05-2020,Kerala,36,462,4,502
06-05-2020,Ladakh,24,17,0,41
06-05-2020,Madhya Pradesh,1873,1000,176,3049
06-05-2020,Maharashtra,12089,2819,617,15525
06-05-2020,Manipur,0,2,0,2
06-05-2020,Meghalaya,1,10,1,12
06-05-2020,Mizoram,1,0,0,1
06-05-2020,Odisha,114,60,1,175
06-05-2020,Puducherry,3,6,0,9
06-05-2020,Punjab,1293,133,25,1451
06-05-2020,Rajasthan,1544,1525,89,3158
06-05-2020,Tamil Nadu,2540,1485,33,4058
06-05-2020,Telangana,482,585,29,1096
06-05-2020,Tripura,41,2,0,43
06-05-2020,Uttarakhand,21,39,1,61
06-05-2020,Uttar Pradesh,1837,987,56,2880
06-05-2020,West Bengal,840,364,140,1344
07-05-2020,Andaman and Nicobar Islands,1,32,0,33
07-05-2020,Andhra Pradesh,1012,729,36,1777
07-05-2020,Arunachal Pradesh,0,1,0,1
07-05-2020,Assam,12,32,1,45
07-05-2020,Bihar,350,188,4,542
07-05-2020,Chandigarh,98,21,1,120
07-05-2020,Chhattisgarh,23,36,0,59
07-05-2020,Dadar Nagar Haveli,1,0,0,1
07-05-2020,Delhi,3925,1542,65,5532
07-05-2020,Goa,0,7,0,7
07-05-2020,Gujarat,4729,1500,396,6625
07-05-2020,Haryana,327,260,7,594
07-05-2020,Himachal Pradesh,5,38,2,45
07-05-2020,Jammu and Kashmir,445,322,8,775
07-05-2020,Jharkhand,87,37,3,127
07-05-2020,Karnataka,310,354,29,693
07-05-2020,Kerala,30,469,4,503
07-05-2020,Ladakh,24,17,0,41
07-05-2020,Madhya Pradesh,1854,1099,185,3138
07-05-2020,Maharashtra,13013,3094,651,16758
07-05-2020,Manipur,0,2,0,2
07-05-2020,Meghalaya,1,10,1,12
07-05-2020,Mizoram,1,0,0,1
07-05-2020,Odisha,122,61,2,185
07-05-2020,Puducherry,3,6,0,9
07-05-2020,Punjab,1354,135,27,1516
07-05-2020,Rajasthan,1629,1596,92,3317
07-05-2020,Tamil Nadu,3278,1516,35,4829
07-05-2020,Telangana,450,628,29,1107
07-05-2020,Tripura,41,2,0,43
07-05-2020,Uttarakhand,21,39,1,61
07-05-2020,Uttar Pradesh,1808,1130,60,2998
07-05-2020,West Bengal,948,364,144,1456
08-05-2020,Andaman and Nicobar Islands,0,33,0,33
08-05-2020,Andhra Pradesh,1029,780,38,1847
08-05-2020,Arunachal Pradesh,0,1,0,1
08-05-2020,Assam,19,34,1,54
08-05-2020,Bihar,299,246,5,550
08-05-2020,Chandigarh,113,21,1,135
08-05-2020,Chhattisgarh,21,38,0,59
08-05-2020,Dadar Nagar Haveli,1,0,0,1
08-05-2020,Delhi,3983,1931,66,5980
08-05-2020,Goa,0,7,0,7
08-05-2020,Gujarat,4878,1709,425,7012
08-05-2020,Haryana,358,260,7,625
08-05-2020,Himachal Pradesh,6,38,2,46
08-05-2020,Jammu and Kashmir,449,335,9,793
08-05-2020,Jharkhand,88,41,3,132
08-05-2020,Karnataka,309,366,30,705
08-05-2020,Kerala,25,474,4,503
08-05-2020,Ladakh,25,17,0,42
08-05-2020,Madhya Pradesh,1828,1231,193,3252
08-05-2020,Maharashtra,13979,3301,694,17974
08-05-2020,Manipur,0,2,0,2
08-05-2020,Meghalaya,1,10,1,12
08-05-2020,Mizoram,1,0,0,1
08-05-2020,Odisha,155,62,2,219
08-05-2020,Puducherry,3,6,0,9
08-05-2020,Punjab,1467,149,28,1644
08-05-2020,Rajasthan,1734,1596,97,3427
08-05-2020,Tamil Nadu,3825,1547,37,5409
08-05-2020,Telangana,444,650,29,1123
08-05-2020,Tripura,63,2,0,65
08-05-2020,Uttarakhand,21,39,1,61
08-05-2020,Uttar Pradesh,1759,1250,62,3071
08-05-2020,West Bengal,1033,364,151,1548
09-05-2020,Andaman and Nicobar Islands,0,33,0,33
09-05-2020,Andhra Pradesh,1004,842,41,1887
09-05-2020,Arunachal Pradesh,0,1,0,1
09-05-2020,Assam,24,34,1,59
09-05-2020,Bihar,269,297,5,571
09-05-2020,Chandigarh,128,21,1,150
09-05-2020,Chhattisgarh,21,38,0,59
09-05-2020,Dadar Nagar Haveli,1,0,0,1
09-05-2020,Delhi,4230,2020,68,6318
09-05-2020,Goa,0,7,0,7
09-05-2020,Gujarat,5081,1872,449,7402
09-05-2020,Haryana,360,279,8,647
09-05-2020,Himachal Pradesh,10,38,2,50
09-05-2020,Jammu and Kashmir,450,364,9,823
09-05-2020,Jharkhand,77,52,3,132
09-05-2020,Karnataka,347,376,30,753
09-05-2020,Kerala,15,484,4,503
09-05-2020,Ladakh,25,17,0,42
09-05-2020,Madhya Pradesh,1792,1349,200,3341
09-05-2020,Maharashtra,14862,3470,731,19063
09-05-2020,Manipur,0,2,0,2
09-05-2020,Meghalaya,1,10,1,12
09-05-2020,Mizoram,1,0,0,1
09-05-2020,Odisha,206,63,2,271
09-05-2020,Puducherry,3,6,0,9
09-05-2020,Punjab,1550,152,29,1731
09-05-2020,Rajasthan,1562,1916,101,3579
09-05-2020,Tamil Nadu,4364,1605,40,6009
09-05-2020,Telangana,404,700,29,1133
09-05-2020,Tripura,116,2,0,118
09-05-2020,Uttarakhand,16,46,1,63
09-05-2020,Uttar Pradesh,1761,1387,66,3214
09-05-2020,West Bengal,1154,364,160,1678
10-05-2020,Andaman and Nicobar Islands,0,33,0,33
10-05-2020,Andhra Pradesh,999,887,44,1930
10-05-2020,Arunachal Pradesh,0,1,0,1
10-05-2020,Assam,27,34,2,63
10-05-2020,Bihar,264,322,5,591
10-05-2020,Chandigarh,143,24,2,169
10-05-2020,Chhattisgarh,16,43,0,59
10-05-2020,Dadar Nagar Haveli,1,0,0,1
10-05-2020,Delhi,4449,2020,73,6542
10-05-2020,Goa,0,7,0,7
10-05-2020,Gujarat,5233,2091,472,7796
10-05-2020,Haryana,376,290,9,675
10-05-2020,Himachal Pradesh,10,38,2,50
10-05-2020,Jammu and Kashmir,459,368,9,836
10-05-2020,Jharkhand,75,78,3,156
10-05-2020,Karnataka,378,386,30,794
10-05-2020,Kerala,16,485,4,505
10-05-2020,Ladakh,25,17,0,42
10-05-2020,Madhya Pradesh,1723,1676,215,3614
10-05-2020,Maharashtra,15649,3800,779,20228
10-05-2020,Manipur,0,2,0,2
10-05-2020,Meghalaya,2,10,1,13
10-05-2020,Mizoram,0,1,0,1
10-05-2020,Odisha,229,63,2,294
10-05-2020,Puducherry,3,6,0,9
10-05-2020,Punjab,1574,157,31,1762
10-05-2020,Rajasthan,1576,2026,106,3708
10-05-2020,Tamil Nadu,4667,1824,44,6535
10-05-2020,Telangana,383,750,30,1163
10-05-2020,Tripura,132,2,0,134
10-05-2020,Uttarakhand,20,46,1,67
10-05-2020,Uttar Pradesh,1800,1499,74,3373
10-05-2020,West Bengal,1243,372,171,1786
11-05-2020,Andaman and Nicobar Islands,0,33,0,33
11-05-2020,Andhra Pradesh,1010,925,45,1980
11-05-2020,Arunachal Pradesh,0,1,0,1
11-05-2020,Assam,27,34,2,63
11-05-2020,Bihar,325,365,6,696
11-05-2020,Chandigarh,143,24,2,169
11-05-2020,Chhattisgarh,10,49,0,59
11-05-2020,Dadar Nagar Haveli,1,0,0,1
11-05-2020,Delhi,4781,2069,73,6923
11-05-2020,Goa,0,7,0,7
11-05-2020,Gujarat,5156,2545,493,8194
11-05-2020,Haryana,393,300,10,703
11-05-2020,Himachal Pradesh,14,39,2,55
11-05-2020,Jammu and Kashmir,469,383,9,861
11-05-2020,Jharkhand,76,78,3,157
11-05-2020,Karnataka,393,424,31,848
11-05-2020,Kerala,19,489,4,512
11-05-2020,Ladakh,21,21,0,42
11-05-2020,Madhya Pradesh,1723,1676,215,3614
11-05-2020,Maharashtra,17140,4199,832,22171
11-05-2020,Manipur,0,2,0,2
11-05-2020,Meghalaya,2,10,1,13
11-05-2020,Mizoram,0,1,0,1
11-05-2020,Odisha,306,68,3,377
11-05-2020,Puducherry,3,6,0,9
11-05-2020,Punjab,1626,166,31,1823
11-05-2020,Rajasthan,1531,2176,107,3814
11-05-2020,Tamil Nadu,5198,1959,47,7204
11-05-2020,Telangana,416,750,30,1196
11-05-2020,Tripura,148,2,0,150
11-05-2020,Uttarakhand,21,46,1,68
11-05-2020,Uttar Pradesh,1740,1653,74,3467
11-05-2020,West Bengal,1337,417,185,1939
12-05-2020,Andaman and Nicobar Islands,0,33,0,33
12-05-2020,Andhra Pradesh,998,975,45,2018
12-05-2020,Arunachal Pradesh,0,1,0,1
12-05-2020,Assam,29,34,2,65
12-05-2020,Bihar,364,377,6,747
12-05-2020,Chandigarh,148,24,2,174
12-05-2020,Chhattisgarh,6,53,0,59
12-05-2020,Dadar Nagar Haveli,1,0,0,1
12-05-2020,Delhi,5031,2129,73,7233
12-05-2020,Goa,0,7,0,7
12-05-2020,Gujarat,5248,2780,513,8541
12-05-2020,Haryana,382,337,11,730
12-05-2020,Himachal Pradesh,18,39,2,59
12-05-2020,Jammu and Kashmir,442,427,10,879
12-05-2020,Jharkhand,79,78,3,160
12-05-2020,Karnataka,405,426,31,862
12-05-2020,Kerala,26,489,4,519
12-05-2020,Ladakh,21,21,0,42
12-05-2020,Madhya Pradesh,1817,1747,221,3785
12-05-2020,Maharashtra,17747,4786,868,23401
12-05-2020,Manipur,0,2,0,2
12-05-2020,Meghalaya,2,10,1,13
12-05-2020,Mizoram,0,1,0,1
12-05-2020,Odisha,326,85,3,414
12-05-2020,Puducherry,6,6,0,12
12-05-2020,Punjab,1678,168,31,1877
12-05-2020,Rajasthan,1611,2264,113,3988
12-05-2020,Tamil Nadu,5898,2051,53,8002
12-05-2020,Telangana,445,800,30,1275
12-05-2020,Tripura,150,2,0,152
12-05-2020,Uttarakhand,21,46,1,68
12-05-2020,Uttar Pradesh,1735,1758,80,3573
12-05-2020,West Bengal,1374,499,190,2063
13-05-2020,Andaman and Nicobar Islands,0,33,0,33
13-05-2020,Andhra Pradesh,988,1056,46,2090
13-05-2020,Arunachal Pradesh,0,1,0,1
13-05-2020,Assam,24,39,2,65
13-05-2020,Bihar,442,383,6,831
13-05-2020,Chandigarh,156,28,3,187
13-05-2020,Chhattisgarh,5,54,0,59
13-05-2020,Dadar Nagar Haveli,1,0,0,1
13-05-2020,Delhi,5041,2512,86,7639
13-05-2020,Goa,0,7,0,7
13-05-2020,Gujarat,5120,3246,537,8903
13-05-2020,Haryana,427,342,11,780
13-05-2020,Himachal Pradesh,24,39,2,65
13-05-2020,Jammu and Kashmir,469,455,10,934
13-05-2020,Jharkhand,90,79,3,172
13-05-2020,Karnataka,461,433,31,925
13-05-2020,Kerala,31,489,4,524
13-05-2020,Ladakh,21,21,0,42
13-05-2020,Madhya Pradesh,1901,1860,225,3986
13-05-2020,Maharashtra,18381,5125,921,24427
13-05-2020,Manipur,0,2,0,2
13-05-2020,Meghalaya,2,10,1,13
13-05-2020,Mizoram,0,1,0,1
13-05-2020,Odisha,318,116,3,437
13-05-2020,Puducherry,3,9,1,13
13-05-2020,Punjab,1711,171,32,1914
13-05-2020,Rajasthan,1631,2378,117,4126
13-05-2020,Tamil Nadu,6523,2134,61,8718
13-05-2020,Telangana,464,830,32,1326
13-05-2020,Tripura,152,2,0,154
13-05-2020,Uttarakhand,22,46,1,69
13-05-2020,Uttar Pradesh,1709,1873,82,3664
13-05-2020,West Bengal,1363,612,198,2173
14-05-2020,Andaman and Nicobar Islands,0,33,0,33
14-05-2020,Andhra Pradesh,948,1142,47,2137
14-05-2020,Arunachal Pradesh,0,1,0,1
14-05-2020,Assam,39,39,2,80
